pitch_name,release_extension,release_pos_x,release_pos_y,release_pos_z,release_speed,release_spin_rate,spin_axis,plate_x,plate_z,pfx_x,pfx_z,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,stand,sz_top,sz_bot,swing
4-Seam Fastball,6.6,-2.54,53.85,6.11,92.8,2172.0,201.0,0.8,2.92,-0.06,1.45,0,0,0,0,0,2,R,3.47,1.67,0
Changeup,6.7,-3.0,53.8,5.88,86.1,1464.0,217.0,-0.02,2.23,-0.86,0.79,2,1,0,0,0,1,L,3.59,1.7,1
4-Seam Fastball,6.6,-2.84,53.88,6.0,92.7,2272.0,197.0,-1.23,2.91,-0.08,1.38,1,1,0,0,0,1,L,3.66,1.67,0
Changeup,6.7,-2.93,53.77,5.83,86.7,1448.0,217.0,-0.81,1.55,-0.79,0.53,0,1,0,0,0,1,L,3.59,1.77,0
Knuckle Curve,6.3,-2.72,54.19,5.96,80.4,2393.0,31.0,-0.75,3.48,0.27,-1.0,0,0,0,0,0,1,L,3.59,1.67,0
Knuckle Curve,6.4,-2.76,54.08,6.02,81.5,2477.0,34.0,0.0,1.81,0.13,-0.81,0,1,0,0,0,0,R,3.5,1.6,1
4-Seam Fastball,6.7,-2.68,53.81,6.09,91.3,2153.0,199.0,0.47,2.11,-0.14,1.35,0,0,0,0,0,0,R,3.59,1.67,0
Knuckle Curve,6.5,-2.93,54.05,5.91,81.3,2452.0,34.0,-0.51,1.24,0.36,-0.98,1,2,0,0,0,2,L,3.48,1.58,1
Changeup,6.8,-2.91,53.73,5.8,85.8,1345.0,219.0,-0.76,2.04,-0.73,0.74,1,1,0,0,0,2,L,3.48,1.58,1
Cutter,6.7,-2.91,53.79,5.93,90.6,2236.0,180.0,0.14,3.96,0.14,0.57,0,1,0,0,0,2,L,3.69,1.71,0
4-Seam Fastball,6.7,-2.85,53.77,6.02,94.1,2416.0,204.0,-0.23,1.9,-0.23,1.56,0,0,0,0,0,2,L,3.48,1.58,1
4-Seam Fastball,6.8,-2.88,53.72,5.97,93.7,2323.0,202.0,-0.15,1.35,-0.34,1.28,0,1,1,0,1,0,R,3.52,1.67,1
4-Seam Fastball,6.8,-2.7,53.74,6.04,94.0,2332.0,198.0,0.56,2.1,-0.29,1.33,0,0,1,0,1,0,R,3.66,1.71,0
Knuckle Curve,6.7,-2.8,53.77,5.91,81.5,2535.0,31.0,0.59,0.43,0.35,-1.05,3,2,1,0,0,0,R,3.56,1.84,0
Knuckle Curve,6.6,-2.81,53.86,5.88,82.7,2608.0,24.0,1.04,-0.54,0.23,-1.05,2,2,1,0,0,0,R,3.66,1.77,0
4-Seam Fastball,6.7,-2.77,53.79,6.04,92.9,2285.0,198.0,0.82,2.43,-0.18,1.38,1,2,1,0,0,0,R,3.65,1.83,0
Knuckle Curve,6.5,-2.85,53.98,5.96,81.0,2529.0,33.0,0.41,0.7,0.46,-1.06,0,2,0,0,1,0,R,3.56,1.84,0
Knuckle Curve,6.6,-2.84,53.93,5.97,81.8,2531.0,27.0,0.0,0.74,0.27,-0.96,0,1,0,0,1,0,R,3.56,1.78,1
4-Seam Fastball,6.6,-2.67,53.86,6.05,93.1,2287.0,203.0,0.08,3.52,0.1,1.5,0,0,0,0,1,0,R,3.56,1.78,1
Changeup,6.7,-3.02,53.83,5.9,84.4,1441.0,217.0,-0.55,2.72,-0.45,0.94,2,2,0,0,0,0,L,3.19,1.6,1
Changeup,6.7,-2.97,53.82,5.94,82.6,1294.0,216.0,0.15,2.55,-0.67,0.74,2,1,0,0,0,0,L,3.19,1.6,1
Cutter,6.3,-2.87,54.21,6.05,87.7,2187.0,184.0,0.26,3.56,0.43,0.59,1,1,0,0,0,0,L,3.19,1.64,0
Changeup,6.5,-3.06,53.97,5.94,84.2,1514.0,221.0,-1.52,1.41,-1.04,0.13,0,1,0,0,0,0,L,3.33,1.57,0
4-Seam Fastball,6.4,-2.99,54.1,6.05,91.4,2255.0,212.0,-0.44,2.53,-0.05,1.38,0,0,0,0,0,0,L,3.36,1.67,0
Changeup,6.7,-2.96,53.82,5.81,87.4,1394.0,219.0,-1.42,2.25,-1.13,0.42,2,2,1,0,1,2,L,3.31,1.59,1
Knuckle Curve,6.5,-2.88,53.96,5.91,81.7,2464.0,30.0,0.43,0.06,0.34,-1.02,1,2,1,0,1,2,L,3.46,1.67,0
Changeup,6.5,-2.93,54.01,5.91,87.8,1439.0,219.0,-1.48,2.46,-0.96,0.36,1,1,1,0,1,2,L,3.31,1.59,1
Changeup,6.5,-3.03,54.01,5.84,88.3,1527.0,220.0,-1.45,1.58,-1.09,0.19,0,1,1,0,1,2,L,3.46,1.61,0
Changeup,6.4,-2.98,54.11,5.82,88.3,1547.0,220.0,-0.68,1.64,-1.25,0.29,0,0,1,0,1,2,L,3.31,1.59,1
Knuckle Curve,6.6,-2.82,53.9,5.89,82.6,2587.0,26.0,0.6,-0.41,0.16,-1.06,2,2,1,0,1,1,R,3.39,1.55,1
4-Seam Fastball,6.6,-2.94,53.93,5.94,94.3,2360.0,205.0,-0.54,1.76,-0.14,1.38,2,2,1,0,1,1,R,3.39,1.55,1
4-Seam Fastball,6.5,-2.71,53.98,6.15,93.3,2222.0,206.0,-0.19,4.22,0.01,1.35,1,2,1,0,1,1,R,3.39,1.64,0
4-Seam Fastball,6.5,-2.7,54.04,6.12,93.6,2077.0,200.0,0.1,4.47,0.0,1.2,0,2,1,0,1,1,R,3.52,1.61,0
4-Seam Fastball,6.5,-2.62,53.96,6.02,95.1,2427.0,206.0,0.15,1.57,-0.34,1.56,0,1,1,0,1,1,R,3.39,1.55,1
4-Seam Fastball,6.6,-2.74,53.85,6.08,94.4,2431.0,200.0,0.29,2.15,-0.25,1.52,0,0,1,0,1,1,R,3.62,1.64,0
4-Seam Fastball,6.6,-2.78,53.92,6.01,94.9,2065.0,201.0,-0.02,2.05,-0.17,1.29,3,2,0,0,1,1,R,3.47,1.63,1
4-Seam Fastball,6.5,-2.66,53.98,6.04,93.9,2307.0,198.0,-0.45,3.91,-0.23,1.42,2,2,0,0,1,1,R,3.47,1.71,0
4-Seam Fastball,6.5,-2.69,53.97,6.04,94.0,2276.0,204.0,0.74,1.73,-0.12,1.43,1,2,0,0,1,1,R,3.5,1.64,0
4-Seam Fastball,6.6,-2.67,53.91,6.07,93.4,2178.0,194.0,0.7,2.89,-0.02,1.46,1,1,0,0,1,1,R,3.47,1.63,1
4-Seam Fastball,6.3,-2.99,54.18,6.04,92.3,2100.0,199.0,-0.75,4.92,-0.21,1.28,0,1,0,0,1,1,R,3.47,1.74,0
4-Seam Fastball,6.5,-2.8,54.01,6.01,93.2,1925.0,202.0,0.5,3.3,-0.13,1.26,0,0,0,0,1,1,R,3.47,1.67,0
4-Seam Fastball,6.5,-2.83,54.01,6.06,92.5,2301.0,204.0,0.1,2.74,-0.02,1.57,2,1,0,0,0,1,L,3.5,1.6,1
Changeup,6.5,-2.97,54.0,5.85,86.8,1559.0,217.0,-1.46,2.35,-1.07,0.3,1,1,0,0,0,1,L,3.62,1.67,0
4-Seam Fastball,6.4,-2.93,54.14,5.99,93.0,2328.0,204.0,-1.16,3.03,-0.26,1.28,0,1,0,0,0,1,L,3.59,1.61,0
4-Seam Fastball,6.6,-2.83,53.94,5.94,93.0,2402.0,202.0,0.05,1.8,-0.29,1.44,0,0,0,0,0,1,L,3.5,1.6,1
4-Seam Fastball,6.5,-2.77,54.02,6.02,93.2,2314.0,202.0,0.45,3.54,-0.03,1.39,3,0,0,0,0,0,R,3.5,1.6,1
4-Seam Fastball,6.5,-2.57,54.0,6.06,93.3,2257.0,202.0,1.03,1.95,-0.05,1.29,2,0,0,0,0,0,R,3.5,1.57,0
4-Seam Fastball,6.6,-2.69,53.86,6.09,92.6,2271.0,202.0,2.0,1.56,0.06,1.27,1,0,0,0,0,0,R,3.5,1.64,0
4-Seam Fastball,6.6,-2.68,53.94,6.15,92.7,2459.0,200.0,1.51,3.02,0.0,1.53,0,0,0,0,0,0,R,3.5,1.61,0
Knuckle Curve,6.6,-2.49,53.89,5.84,82.0,2560.0,32.0,0.8,0.04,0.49,-1.08,1,2,0,0,0,2,L,3.29,1.6,1
Changeup,6.9,-2.99,53.6,5.77,85.4,1394.0,223.0,-0.76,1.17,-0.86,0.2,1,1,0,0,0,2,L,3.29,1.6,1
4-Seam Fastball,6.8,-2.57,53.66,6.0,92.5,2308.0,204.0,-0.67,4.32,-0.16,1.41,0,1,0,0,0,2,L,3.41,1.53,0
4-Seam Fastball,6.9,-2.69,53.61,5.86,93.5,2352.0,205.0,-0.45,2.16,-0.37,1.34,0,0,0,0,0,2,L,3.29,1.6,1
4-Seam Fastball,6.8,-2.56,53.7,5.84,93.5,2324.0,206.0,-0.31,1.72,-0.24,1.34,3,2,0,0,0,1,R,3.26,1.72,0
4-Seam Fastball,7.0,-2.63,53.52,5.88,94.4,2224.0,208.0,-1.02,1.0,-0.42,1.32,2,2,0,0,0,1,R,3.24,1.69,0
4-Seam Fastball,6.9,-2.46,53.63,6.01,92.1,2305.0,201.0,-1.0,3.61,-0.16,1.34,1,2,0,0,0,1,R,3.18,1.67,0
4-Seam Fastball,6.9,-2.51,53.61,6.0,92.5,2287.0,200.0,-0.07,2.98,-0.06,1.38,1,1,0,0,0,1,R,3.26,1.67,1
4-Seam Fastball,6.8,-2.46,53.66,6.1,92.6,2294.0,198.0,-0.21,4.26,-0.07,1.3,0,1,0,0,0,1,R,3.31,1.72,0
4-Seam Fastball,6.8,-2.5,53.65,5.98,92.2,2261.0,200.0,-0.75,2.28,-0.34,1.36,0,0,0,0,0,1,R,3.31,1.69,0
4-Seam Fastball,6.7,-2.7,53.8,6.01,91.3,2143.0,202.0,-1.56,2.98,-0.27,1.25,0,1,0,0,0,0,R,3.1,1.41,1
4-Seam Fastball,6.7,-2.6,53.79,6.09,91.3,2211.0,201.0,-0.29,3.35,-0.18,1.4,0,0,0,0,0,0,R,3.1,1.41,1
Knuckle Curve,6.9,-2.52,53.62,5.92,83.8,2645.0,36.0,0.28,1.09,0.69,-0.72,2,2,0,1,0,2,L,3.5,1.62,1
Knuckle Curve,6.7,-2.57,53.81,5.84,82.9,2602.0,33.0,-0.48,-0.09,0.48,-1.1,1,2,0,1,0,2,L,3.61,1.69,0
4-Seam Fastball,6.8,-2.56,53.72,5.96,93.4,2371.0,203.0,0.31,3.83,-0.04,1.43,1,1,0,1,0,2,L,3.5,1.62,1
Cutter,6.8,-2.71,53.67,5.92,90.6,2361.0,197.0,0.13,2.77,0.03,0.76,1,0,0,1,0,2,L,3.62,1.74,0
Cutter,6.6,-2.62,53.86,5.89,90.6,2412.0,184.0,1.5,2.7,-0.08,0.63,0,0,0,1,0,2,L,3.59,1.67,0
Changeup,6.9,-2.78,53.59,5.74,87.9,1433.0,218.0,-0.43,2.01,-0.7,0.49,0,2,0,0,0,2,R,3.08,1.46,1
4-Seam Fastball,6.8,-2.76,53.72,5.92,92.4,2303.0,203.0,-0.67,3.58,-0.21,1.36,0,1,0,0,0,2,R,3.08,1.46,1
4-Seam Fastball,6.7,-2.9,53.82,5.88,93.0,2340.0,211.0,-0.37,1.73,-0.27,1.5,0,0,0,0,0,2,R,3.08,1.46,1
Changeup,6.7,-2.91,53.82,5.77,85.1,1544.0,227.0,-0.26,0.69,-0.74,0.22,1,2,0,0,0,1,L,3.28,1.6,1
Slider,6.6,-2.7,53.9,5.76,88.1,2454.0,121.0,0.89,1.61,0.61,0.11,1,2,0,0,0,1,L,3.28,1.6,1
Slider,6.8,-2.69,53.67,5.75,87.6,2492.0,116.0,1.35,0.59,0.54,0.1,0,2,0,0,0,1,L,3.33,1.64,0
Changeup,6.9,-2.83,53.6,5.87,84.8,1400.0,224.0,0.48,1.88,-0.2,1.33,0,1,0,0,0,1,L,3.28,1.6,1
4-Seam Fastball,6.7,-2.41,53.77,5.99,93.4,2335.0,205.0,0.27,2.78,-0.09,1.29,0,0,0,0,0,1,L,3.28,1.6,1
4-Seam Fastball,6.9,-2.58,53.65,5.99,92.9,2265.0,199.0,-0.18,3.1,-0.04,1.3,3,2,0,0,0,0,R,3.1,1.46,1
Slider,6.8,-2.68,53.66,5.82,86.4,2449.0,97.0,1.31,2.17,0.74,-0.1,2,2,0,0,0,0,R,3.26,1.64,0
Knuckle Curve,6.7,-2.59,53.84,5.92,81.3,2560.0,33.0,0.58,-0.36,0.39,-1.26,1,2,0,0,0,0,R,3.26,1.58,0
4-Seam Fastball,6.7,-2.77,53.81,5.88,92.6,2220.0,206.0,-0.47,2.18,0.02,1.24,1,1,0,0,0,0,R,3.2,1.58,0
4-Seam Fastball,6.7,-2.71,53.81,5.96,91.2,2283.0,202.0,0.33,3.81,-0.01,1.3,0,1,0,0,0,0,R,3.16,1.54,0
4-Seam Fastball,6.7,-2.75,53.78,5.94,91.7,2240.0,206.0,-0.28,2.82,-0.4,1.33,0,0,0,0,0,0,R,3.1,1.46,1
Slider,6.7,-2.69,53.8,5.86,87.4,2468.0,107.0,-0.07,2.45,0.53,0.04,1,0,0,1,0,2,R,3.57,1.72,1
Slider,6.9,-2.66,53.64,5.85,88.6,2499.0,121.0,0.76,3.58,0.57,0.18,0,0,0,1,0,2,R,3.66,1.74,0
Knuckle Curve,6.8,-2.62,53.74,5.89,82.5,2608.0,28.0,0.49,0.52,0.12,-1.07,1,2,0,1,0,1,L,3.74,1.77,1
Changeup,6.9,-2.77,53.57,5.78,87.5,1562.0,225.0,-0.43,1.23,-1.01,0.27,1,1,0,1,0,1,L,3.74,1.77,1
Slider,6.7,-2.76,53.77,5.86,90.2,2366.0,184.0,0.66,3.61,0.35,0.36,0,1,0,1,0,1,L,3.92,1.9,0
Knuckle Curve,6.6,-2.65,53.87,5.98,83.3,2594.0,35.0,-0.6,2.34,-0.12,-0.8,0,0,0,1,0,1,L,3.94,1.82,0
Cutter,6.7,-2.68,53.81,5.97,90.1,2439.0,196.0,0.81,1.72,0.08,0.74,0,1,0,0,0,1,L,3.29,1.6,1
Cutter,6.6,-2.81,53.89,5.97,89.7,2443.0,188.0,-0.39,3.19,0.02,0.7,0,0,0,0,0,1,L,3.21,1.59,0
Slider,6.8,-2.63,53.72,5.81,86.7,2578.0,97.0,1.4,1.23,0.56,0.03,2,2,0,0,0,0,R,3.26,1.67,1
Slider,6.7,-2.71,53.78,5.86,86.7,2567.0,117.0,0.19,1.67,0.47,0.21,2,1,0,0,0,0,R,3.28,1.67,0
4-Seam Fastball,6.8,-2.4,53.74,5.93,92.9,2364.0,208.0,1.48,1.47,-0.34,1.51,1,1,0,0,0,0,R,3.34,1.72,0
Slider,6.6,-2.62,53.89,5.87,87.5,2494.0,136.0,0.97,2.07,0.56,0.23,0,1,0,0,0,0,R,3.31,1.72,0
4-Seam Fastball,6.5,-2.74,53.96,6.07,92.0,2350.0,202.0,0.1,2.37,-0.23,1.43,0,0,0,0,0,0,R,3.38,1.72,0
4-Seam Fastball,6.9,-2.93,53.61,5.83,93.5,2392.0,211.0,-0.95,1.72,-0.45,1.33,0,2,0,1,1,2,R,3.1,1.41,1
4-Seam Fastball,6.7,-2.9,53.77,5.82,93.4,2300.0,214.0,-1.05,2.46,-0.37,1.31,0,2,0,1,1,2,R,3.1,1.41,1
4-Seam Fastball,6.8,-3.01,53.74,5.9,93.2,2291.0,209.0,-0.79,1.83,-0.18,1.33,0,1,0,1,1,2,R,3.1,1.41,1
4-Seam Fastball,6.7,-2.8,53.77,5.86,93.8,2376.0,204.0,-0.56,2.02,-0.71,1.33,0,0,0,1,1,2,R,3.1,1.41,1
Changeup,6.8,-2.85,53.73,5.76,87.5,1570.0,216.0,0.8,1.33,-0.89,0.66,3,0,0,1,0,2,L,3.54,1.62,0
Slider,6.6,-2.79,53.89,5.84,89.8,2367.0,175.0,1.39,2.95,0.42,0.6,2,0,0,1,0,2,L,3.61,1.69,0
4-Seam Fastball,6.8,-2.81,53.74,5.9,93.0,2309.0,202.0,-0.21,0.95,-0.41,1.31,1,0,0,1,0,2,L,3.64,1.72,0
4-Seam Fastball,6.7,-2.86,53.81,5.96,94.0,2390.0,209.0,-1.72,3.31,-0.35,1.4,0,0,0,1,0,2,L,3.64,1.69,0
Slider,6.7,-2.83,53.82,5.78,89.1,2345.0,145.0,0.84,2.2,0.3,0.35,2,1,0,1,0,1,R,3.08,1.46,1
Slider,6.7,-2.83,53.77,5.78,88.4,2409.0,162.0,1.06,0.43,0.49,0.15,1,1,0,1,0,1,R,3.18,1.53,0
4-Seam Fastball,6.7,-2.55,53.79,5.94,93.8,2316.0,205.0,1.72,2.54,-0.28,1.29,0,1,0,1,0,1,R,3.18,1.53,0
4-Seam Fastball,6.8,-2.63,53.73,6.02,93.9,2231.0,214.0,-0.36,2.97,-0.28,1.23,0,0,0,1,0,1,R,3.28,1.53,0
4-Seam Fastball,6.8,-2.72,53.74,5.85,93.5,2108.0,207.0,-0.26,2.29,-0.28,1.08,2,2,0,1,0,0,L,3.28,1.6,1
Slider,6.7,-2.91,53.83,5.82,88.2,2537.0,112.0,0.59,1.56,0.39,-0.09,1,2,0,1,0,0,L,3.38,1.69,0
4-Seam Fastball,6.5,-2.65,54.01,5.96,93.2,2228.0,208.0,0.99,2.99,-0.15,1.21,1,2,0,1,0,0,L,3.28,1.6,1
Changeup,6.7,-2.98,53.77,5.78,85.9,1342.0,215.0,-0.98,2.78,-0.95,0.43,1,1,0,1,0,0,L,3.28,1.6,1
4-Seam Fastball,6.6,-2.79,53.94,5.98,92.8,2156.0,201.0,-0.63,2.02,-0.16,1.27,1,0,0,1,0,0,L,3.38,1.69,0
4-Seam Fastball,6.7,-2.92,53.85,5.99,92.7,2105.0,202.0,-1.32,3.61,-0.31,1.13,0,0,0,1,0,0,L,3.44,1.72,0
Knuckle Curve,6.4,-2.63,54.15,6.0,82.6,2557.0,33.0,-0.29,1.74,0.1,-0.91,0,0,0,0,0,0,R,3.1,1.46,1
Knuckle Curve,6.6,-2.62,53.87,5.97,82.0,2498.0,33.0,-0.12,1.31,0.19,-1.17,1,2,0,0,1,2,R,3.57,1.72,1
Knuckle Curve,6.6,-2.59,53.93,5.97,83.8,2540.0,40.0,-0.14,1.36,0.09,-0.89,1,1,0,0,1,2,R,3.57,1.72,1
Slider,6.6,-2.7,53.89,5.98,87.7,2480.0,118.0,0.74,1.69,0.53,0.03,1,0,0,0,1,2,R,3.57,1.72,1
4-Seam Fastball,6.6,-2.45,53.93,6.11,92.2,2237.0,192.0,1.31,3.33,-0.46,1.34,0,0,0,0,1,2,R,3.74,1.76,0
Knuckle Curve,6.4,-2.79,54.06,5.91,83.2,2504.0,36.0,-0.03,1.32,0.07,-0.68,1,2,0,0,1,1,L,3.74,1.77,1
4-Seam Fastball,6.6,-2.65,53.85,6.02,92.8,2246.0,195.0,1.16,4.52,-0.34,1.23,0,2,0,0,1,1,L,3.94,1.89,0
Knuckle Curve,6.6,-2.64,53.93,5.99,84.3,2450.0,40.0,0.22,2.06,-0.15,-0.85,0,1,0,0,1,1,L,3.74,1.77,1
4-Seam Fastball,6.7,-2.44,53.84,6.13,93.4,2347.0,193.0,0.65,3.48,-0.33,1.44,0,0,0,0,1,1,L,3.74,1.77,1
Cutter,6.3,-2.6,54.15,6.1,90.5,2340.0,200.0,-0.17,2.63,-0.26,0.83,0,1,0,0,1,0,L,3.29,1.6,1
Cutter,6.4,-2.78,54.07,5.98,89.5,2386.0,170.0,0.48,2.37,-0.05,0.26,0,0,0,0,1,0,L,3.21,1.59,0
4-Seam Fastball,6.5,-2.57,53.99,6.03,93.5,2326.0,203.0,-0.02,3.25,-0.27,1.36,2,1,0,0,0,0,R,3.26,1.67,1
Knuckle Curve,6.6,-2.74,53.89,5.96,83.7,2493.0,39.0,0.39,1.18,-0.07,-0.72,1,1,0,0,0,0,R,3.31,1.67,0
4-Seam Fastball,6.6,-2.55,53.91,5.96,93.8,2303.0,203.0,0.0,2.06,-0.23,1.27,1,0,0,0,0,0,R,3.38,1.76,0
Knuckle Curve,6.5,-2.71,53.99,6.01,82.6,2525.0,35.0,-0.24,1.5,0.07,-0.68,0,0,0,0,0,0,R,3.34,1.72,0
Changeup,6.7,-2.67,53.78,5.84,88.8,1488.0,223.0,-0.86,2.69,-1.02,0.32,2,2,0,1,1,1,R,3.1,1.41,1
Knuckle Curve,6.8,-2.8,53.73,5.91,85.0,2637.0,30.0,0.74,-0.66,0.08,-0.73,1,2,0,1,1,1,R,3.05,1.43,0
4-Seam Fastball,6.6,-2.66,53.95,5.99,93.6,2223.0,208.0,-0.43,2.21,-0.07,1.28,1,1,0,1,1,1,R,3.1,1.41,1
4-Seam Fastball,6.7,-2.49,53.83,6.08,94.3,2239.0,201.0,0.35,3.35,0.05,1.18,1,0,0,1,1,1,R,3.18,1.43,0
4-Seam Fastball,6.5,-2.79,53.96,5.99,93.5,2120.0,206.0,-1.05,3.3,-0.12,1.21,0,0,0,1,1,1,R,3.15,1.53,0
Cutter,6.5,-2.86,54.05,5.97,90.7,2442.0,194.0,0.27,2.42,0.13,0.61,1,0,0,0,1,1,L,3.5,1.62,1
Cutter,6.4,-2.74,54.12,5.99,90.9,2448.0,187.0,0.85,2.27,0.05,0.48,0,0,0,0,1,1,L,3.61,1.62,0
Slider,6.5,-2.67,53.98,5.97,89.5,2282.0,178.0,0.4,2.1,0.51,0.66,0,0,0,0,1,0,R,3.08,1.46,1
4-Seam Fastball,6.4,-2.59,54.1,6.06,94.2,2164.0,196.0,-0.31,3.4,-0.32,1.22,3,1,0,0,0,0,L,3.28,1.62,0
Slider,6.5,-2.79,53.97,5.94,89.9,2386.0,162.0,0.77,2.83,0.49,0.62,2,1,0,0,0,0,L,3.38,1.62,0
Changeup,6.6,-2.84,53.89,5.86,87.4,1592.0,227.0,-0.84,1.26,-1.18,0.32,1,1,0,0,0,0,L,3.41,1.69,0
4-Seam Fastball,6.5,-2.57,54.04,6.04,93.5,2266.0,202.0,0.19,2.28,-0.05,1.44,1,0,0,0,0,0,L,3.28,1.6,1
4-Seam Fastball,6.3,-2.88,54.15,6.0,93.3,2407.0,208.0,-1.35,3.25,-0.2,1.51,0,0,0,0,0,0,L,3.38,1.66,0
Knuckle Curve,6.5,-2.62,53.95,6.07,83.7,2569.0,29.0,0.02,1.39,0.25,-1.06,2,2,0,0,1,2,L,3.42,1.67,1
4-Seam Fastball,6.4,-2.64,54.1,6.21,93.6,2264.0,199.0,-0.68,3.39,-0.04,1.47,2,2,0,0,1,2,L,3.42,1.67,1
4-Seam Fastball,6.4,-2.76,54.06,6.15,93.7,2329.0,203.0,-0.33,2.71,-0.15,1.44,2,2,0,0,1,2,L,3.42,1.67,1
Knuckle Curve,6.5,-2.69,54.04,6.03,83.7,2541.0,33.0,0.38,0.01,0.36,-1.08,1,2,0,0,1,2,L,3.43,1.59,0
Changeup,6.5,-2.83,54.0,5.93,87.2,1604.0,221.0,0.1,1.48,-1.35,0.22,1,1,0,0,1,2,L,3.42,1.67,1
Cutter,6.5,-2.87,53.98,6.13,89.9,2368.0,168.0,0.24,2.95,0.24,0.6,1,0,0,0,1,2,L,3.36,1.66,0
Knuckle Curve,6.5,-2.76,53.99,6.1,82.9,2534.0,40.0,-0.15,1.05,0.2,-1.0,0,0,0,0,1,2,L,3.45,1.62,0
4-Seam Fastball,6.3,-2.71,54.23,6.21,94.5,2422.0,197.0,-1.21,2.48,-0.39,1.31,2,2,0,0,1,1,L,3.19,1.53,1
Changeup,6.5,-2.94,54.03,5.94,86.8,1544.0,223.0,-0.2,2.58,-1.2,0.48,2,1,0,0,1,1,L,3.19,1.53,1
Knuckle Curve,6.4,-2.85,54.1,6.12,82.6,2569.0,38.0,-0.9,2.73,0.22,-1.02,1,1,0,0,1,1,L,3.38,1.52,0
Cutter,6.4,-2.76,54.12,6.08,90.0,2422.0,183.0,0.8,2.43,0.58,0.62,1,0,0,0,1,1,L,3.19,1.53,1
Knuckle Curve,6.4,-2.8,54.06,6.08,82.9,2518.0,31.0,-0.4,0.62,0.28,-1.12,0,0,0,0,1,1,L,3.38,1.57,0
Slider,6.5,-2.94,54.03,6.0,89.4,2392.0,163.0,-0.19,2.33,0.72,0.42,3,2,0,0,1,0,R,3.64,1.77,1
Slider,6.5,-2.9,53.95,6.03,87.5,2501.0,126.0,0.9,0.56,0.53,0.05,2,2,0,0,1,0,R,3.6,1.86,0
Changeup,6.3,-2.95,54.19,5.94,87.4,1641.0,222.0,0.12,1.32,-1.32,0.59,1,2,0,0,1,0,R,3.62,1.86,0
Changeup,6.3,-2.95,54.21,6.01,87.0,1467.0,218.0,-0.54,2.44,-0.78,0.91,1,2,0,0,1,0,R,3.64,1.77,1
Slider,6.4,-2.91,54.1,6.03,88.5,2523.0,155.0,1.06,1.59,0.63,0.26,0,2,0,0,1,0,R,3.72,1.81,0
Cutter,6.4,-2.79,54.15,5.99,89.1,2415.0,169.0,0.73,1.05,0.4,0.47,0,1,0,0,1,0,R,3.64,1.77,1
Cutter,6.3,-2.89,54.16,6.08,88.8,2548.0,162.0,-0.13,2.64,0.15,0.49,0,0,0,0,1,0,R,3.64,1.77,1
4-Seam Fastball,6.3,-2.66,54.18,6.17,92.7,2431.0,204.0,0.31,1.84,-0.2,1.42,2,0,0,0,0,0,L,3.13,1.58,1
Cutter,6.3,-2.72,54.22,6.05,89.8,2450.0,181.0,2.23,2.62,-0.05,0.63,1,0,0,0,0,0,L,3.24,1.71,0
4-Seam Fastball,6.4,-2.81,54.13,6.1,92.8,2395.0,200.0,-0.51,1.32,-0.49,1.48,0,0,0,0,0,0,L,3.19,1.69,0
4-Seam Fastball,6.5,-2.65,53.96,6.23,93.5,2357.0,196.0,0.3,3.16,-0.31,1.4,1,2,0,1,1,2,R,3.26,1.63,1
4-Seam Fastball,6.5,-2.57,54.03,6.23,94.7,2479.0,202.0,0.4,2.39,-0.36,1.42,1,1,0,1,1,2,R,3.19,1.62,0
Knuckle Curve,6.6,-2.65,53.95,6.13,85.0,2532.0,32.0,0.76,1.51,0.07,-0.8,0,1,0,1,1,2,R,3.24,1.62,0
4-Seam Fastball,6.3,-2.62,54.18,6.22,94.4,2398.0,196.0,0.25,2.7,-0.31,1.46,0,0,0,1,1,2,R,3.26,1.63,0
4-Seam Fastball,6.3,-2.64,54.21,6.23,94.5,2374.0,200.0,-0.08,3.06,-0.15,1.47,1,2,0,0,1,2,L,3.16,1.51,1
4-Seam Fastball,6.5,-2.63,54.02,6.21,94.0,2345.0,203.0,-0.04,3.48,0.06,1.45,1,2,0,0,1,2,L,3.16,1.51,1
4-Seam Fastball,6.6,-2.77,53.95,6.2,94.5,2440.0,208.0,-0.37,1.98,-0.36,1.58,1,1,0,0,1,2,L,3.17,1.57,0
4-Seam Fastball,6.2,-2.65,54.26,6.28,94.1,2241.0,212.0,-0.41,4.04,-0.01,1.36,0,1,0,0,1,2,L,3.19,1.57,0
Knuckle Curve,6.5,-2.74,54.04,6.13,82.6,2436.0,38.0,0.71,1.57,0.2,-0.85,0,0,0,0,1,2,L,3.16,1.51,1
Knuckle Curve,6.3,-2.73,54.15,6.1,82.2,2390.0,35.0,0.02,1.52,0.43,-1.04,2,2,0,0,1,1,L,2.93,1.33,1
4-Seam Fastball,6.5,-2.61,54.04,6.21,94.7,2252.0,205.0,0.51,2.17,-0.28,1.31,2,2,0,0,1,1,L,2.93,1.33,1
Knuckle Curve,6.5,-2.62,54.03,6.11,83.1,2422.0,29.0,1.27,0.99,0.29,-0.86,1,2,0,0,1,1,L,2.93,1.26,0
Knuckle Curve,6.4,-2.85,54.06,6.17,82.3,2349.0,36.0,-0.13,2.02,0.27,-0.72,1,1,0,0,1,1,L,2.93,1.33,1
